Entity	Relation	Value	Iteration of Promotion	Probability	Source	Entity literalStrings	Value literalStrings	Best Entity literalString	Best Value literalString	Categories for Entity	Categories for Value	Candidate Source
concept:personnorthamerica:isabel_le_despenser	concept:haswikipediaurl	http://en.wikipedia.org/wiki/Isabel%20le%20Despenser	710	0.95	MBL-Iter%3A710-2013%2F03%2F13-12%3A17%3A37-From+ErrorBasedIntegrator+%28AliasMatcher%28%2C%29%29	"Isabel le Despenser" 	"http://en.wikipedia.org/wiki/Isabel%20le%20Despenser" 	Isabel le Despenser	http://en.wikipedia.org/wiki/Isabel%20le%20Despenser			%5BAliasMatcher-Iter%3A621-2012%2F08%2F03-10%3A35%3A59-%3Ctoken%3D%3E-Freebase+7%2F9%2F2012%5D
concept:crustacean:kid	concept:animaldevelopdisease	concept:disease:problems	671	0.96875	MBL-Iter%3A671-2012%2F12%2F19-15%3A54%3A38-From+ErrorBasedIntegrator+%28CPL%28kid%2Cproblems%29%29	"kid" "Kid" "KID" 	"Problems" "PROBLEMS" "problems" 	kid	Problems		 concept:disease	%5BCPL-Iter%3A625-2012%2F08%2F17-08%3A20%3A44-%3Ctoken%3Dkid%2Cproblems%3E-arg1+with+emotional+and+behavioral+arg2%091%09arg1+with+behavior+arg2%094%09arg1+has+behavior+arg2%092%09arg1+solved+math+arg2%091%09arg2+with+my+search+for+my+arg1%0914%5D
concept:crustacean:kid	concept:animaldevelopdisease	concept:disease:disorder	674	0.96875	MBL-Iter%3A674-2012%2F12%2F25-22%3A49%3A32-From+ErrorBasedIntegrator+%28CPL%28kid%2Cdisorder%29%29	"kid" "Kid" "KID" 	"disorder" "DISORDER" "Disorder" 	kid	disorder		 concept:disease	%5BCPL-Iter%3A514-2012%2F02%2F18-02%3A30%3A25-%3Ctoken%3Dkid%2Cdisorder%3E-arg1+with+reactive+attachment+arg2%091%09arg1+with+obsessive+compulsive+arg2%092%09arg1+with+attention+deficit+arg2%099%09arg1+with+attention+deficit+hyperactivity+arg2%092%09arg1+with+conduct+arg2%091%5D
concept:crustacean:kid	concept:animaldevelopdisease	concept:disease:syndrome	752	0.9990234375	MBL-Iter%3A752-2013%2F07%2F18-07%3A13%3A21-From+ErrorBasedIntegrator+%28CPL%28kid%2Csyndrome%29%29	"kid" "Kid" "KID" 	"syndrome" "SYNDROME" "Syndrome" 	kid	syndrome		 concept:disease	%5BCPL-Iter%3A745-2013%2F06%2F24-13%3A47%3A10-%3Ctoken%3Dkid%2Csyndrome%3E-arg1+had+Down+arg2%092%09arg1+with+Down+arg2%0925%09arg1+with+fetal+alcohol+arg2%091%09arg1+has+Down+arg2%092%09arg1+who+had+Down+arg2%091%09arg1+with+Asperger+arg2%091%09arg1+with+Tourette+arg2%091%09arg1+has+downs+arg2%092%09arg1+has+fetal+alcohol+arg2%091%09arg1+with+downs+arg2%094%5D
concept:crustacean:kid	concept:animaldevelopdisease	concept:disease:allergies	962	0.984375	MBL-Iter%3A962-2015%2F12%2F08-18%3A28%3A25-From+ErrorBasedIntegrator+%28CPL%28kid%2Callergies%29%29	"kid" "Kid" "KID" 	"allergies" "ALLERGIES" "Allergies" 	kid	allergies		 concept:disease	%5BCPL-Iter%3A962-2015%2F12%2F05-18%3A53%3A30-%3Ctoken%3Dkid%2Callergies%3E-arg1+with+life+threatening+food+arg2%091%09arg1+has+severe+food+arg2%091%09arg1+with+life+threatening+arg2%091%09arg1+with+severe+food+arg2%091%09arg1+has+any+food+arg2%091%09arg1+was+diagnosed+with+food+arg2%091%5D
concept:university:university_of_bohol	concept:haswikipediaurl	http://en.wikipedia.org/wiki/University%20of%20Bohol	710	0.95	MBL-Iter%3A710-2013%2F03%2F13-12%3A17%3A37-From+ErrorBasedIntegrator+%28AliasMatcher%28%2C%29%29	"University of Bohol" 	"http://en.wikipedia.org/wiki/University%20of%20Bohol" 	University of Bohol	http://en.wikipedia.org/wiki/University%20of%20Bohol			%5BAliasMatcher-Iter%3A621-2012%2F08%2F03-10%3A35%3A59-%3Ctoken%3D%3E-Freebase+7%2F9%2F2012%5D
concept:coach:ed_litzenberger	concept:haswikipediaurl	http://en.wikipedia.org/wiki/Ed%20Litzenberger	710	0.95	MBL-Iter%3A710-2013%2F03%2F13-12%3A17%3A37-From+ErrorBasedIntegrator+%28AliasMatcher%28%2C%29%29	"Ed Litzenberger" 	"http://en.wikipedia.org/wiki/Ed%20Litzenberger" 	Ed Litzenberger	http://en.wikipedia.org/wiki/Ed%20Litzenberger			%5BAliasMatcher-Iter%3A621-2012%2F08%2F03-10%3A35%3A59-%3Ctoken%3D%3E-Freebase+7%2F9%2F2012%5D
concept:militaryconflict:fort_duquesne	concept:haswikipediaurl	http://en.wikipedia.org/wiki/Fort%20Duquesne	710	0.95	MBL-Iter%3A710-2013%2F03%2F13-12%3A17%3A37-From+ErrorBasedIntegrator+%28AliasMatcher%28%2C%29%29	"fort Duquesne" "Fort Duquesne" 	"http://en.wikipedia.org/wiki/Fort%20Duquesne" 	fort Duquesne	http://en.wikipedia.org/wiki/Fort%20Duquesne			%5BAliasMatcher-Iter%3A621-2012%2F08%2F03-10%3A35%3A59-%3Ctoken%3D%3E-Freebase+7%2F9%2F2012%5D
concept:architect:luigi_beccali	concept:haswikipediaurl	http://en.wikipedia.org/wiki/Luigi%20Beccali	710	0.95	MBL-Iter%3A710-2013%2F03%2F13-12%3A17%3A37-From+ErrorBasedIntegrator+%28AliasMatcher%28%2C%29%29	"Luigi Beccali" 	"http://en.wikipedia.org/wiki/Luigi%20Beccali" 	Luigi Beccali	http://en.wikipedia.org/wiki/Luigi%20Beccali			%5BAliasMatcher-Iter%3A621-2012%2F08%2F03-10%3A35%3A59-%3Ctoken%3D%3E-Freebase+7%2F9%2F2012%5D
concept:scientist:corry_brokken	concept:haswikipediaurl	http://en.wikipedia.org/wiki/Corry%20Brokken	710	0.95	MBL-Iter%3A710-2013%2F03%2F13-12%3A17%3A37-From+ErrorBasedIntegrator+%28AliasMatcher%28%2C%29%29	"Corry Brokken" 	"http://en.wikipedia.org/wiki/Corry%20Brokken" 	Corry Brokken	http://en.wikipedia.org/wiki/Corry%20Brokken			%5BAliasMatcher-Iter%3A621-2012%2F08%2F03-10%3A35%3A59-%3Ctoken%3D%3E-Freebase+7%2F9%2F2012%5D
concept:placeofworship:escomb_church	concept:haswikipediaurl	http://en.wikipedia.org/wiki/Escomb%20Church	710	0.95	MBL-Iter%3A710-2013%2F03%2F13-12%3A17%3A37-From+ErrorBasedIntegrator+%28AliasMatcher%28%2C%29%29	"Escomb Church" 	"http://en.wikipedia.org/wiki/Escomb%20Church" 	Escomb Church	http://en.wikipedia.org/wiki/Escomb%20Church			%5BAliasMatcher-Iter%3A621-2012%2F08%2F03-10%3A35%3A59-%3Ctoken%3D%3E-Freebase+7%2F9%2F2012%5D
concept:mammal:gerrit_smith_miller	concept:haswikipediaurl	http://en.wikipedia.org/wiki/Gerrit%20Smith%20Miller	710	0.95	MBL-Iter%3A710-2013%2F03%2F13-12%3A17%3A37-From+ErrorBasedIntegrator+%28AliasMatcher%28%2C%29%29	"Gerrit Smith Miller" 	"http://en.wikipedia.org/wiki/Gerrit%20Smith%20Miller" 	Gerrit Smith Miller	http://en.wikipedia.org/wiki/Gerrit%20Smith%20Miller			%5BAliasMatcher-Iter%3A621-2012%2F08%2F03-10%3A35%3A59-%3Ctoken%3D%3E-Freebase+7%2F9%2F2012%5D
concept:aquarium:west_calder	concept:haswikipediaurl	http://en.wikipedia.org/wiki/West%20Calder	710	0.95	MBL-Iter%3A710-2013%2F03%2F13-12%3A17%3A37-From+ErrorBasedIntegrator+%28AliasMatcher%28%2C%29%29	"West Calder" 	"http://en.wikipedia.org/wiki/West%20Calder" 	West Calder	http://en.wikipedia.org/wiki/West%20Calder			%5BAliasMatcher-Iter%3A621-2012%2F08%2F03-10%3A35%3A59-%3Ctoken%3D%3E-Freebase+7%2F9%2F2012%5D
concept:port:mols_linien	concept:haswikipediaurl	http://en.wikipedia.org/wiki/Mols%2DLinien	710	0.95	MBL-Iter%3A710-2013%2F03%2F13-12%3A17%3A37-From+ErrorBasedIntegrator+%28AliasMatcher%28%2C%29%29	"Mols-Linien" 	"http://en.wikipedia.org/wiki/Mols%2DLinien" 	Mols-Linien	http://en.wikipedia.org/wiki/Mols%2DLinien			%5BAliasMatcher-Iter%3A621-2012%2F08%2F03-10%3A35%3A59-%3Ctoken%3D%3E-Freebase+7%2F9%2F2012%5D
concept:monarch:mikhail_of_vladimir	concept:haswikipediaurl	http://en.wikipedia.org/wiki/Mikhail%20of%20Vladimir	710	0.95	MBL-Iter%3A710-2013%2F03%2F13-12%3A17%3A37-From+ErrorBasedIntegrator+%28AliasMatcher%28%2C%29%29	"Mikhail of Vladimir" 	"http://en.wikipedia.org/wiki/Mikhail%20of%20Vladimir" 	Mikhail of Vladimir	http://en.wikipedia.org/wiki/Mikhail%20of%20Vladimir			%5BAliasMatcher-Iter%3A621-2012%2F08%2F03-10%3A35%3A59-%3Ctoken%3D%3E-Freebase+7%2F9%2F2012%5D
concept:professor:terry_english	concept:haswikipediaurl	http://en.wikipedia.org/wiki/Terry%20English	710	0.95	MBL-Iter%3A710-2013%2F03%2F13-12%3A17%3A37-From+ErrorBasedIntegrator+%28AliasMatcher%28%2C%29%29	"Terry English" "terry english" 	"http://en.wikipedia.org/wiki/Terry%20English" 	Terry English	http://en.wikipedia.org/wiki/Terry%20English			%5BAliasMatcher-Iter%3A621-2012%2F08%2F03-10%3A35%3A59-%3Ctoken%3D%3E-Freebase+7%2F9%2F2012%5D
concept:politician:stephen_hancock	concept:haswikipediaurl	http://en.wikipedia.org/wiki/Stephen%20Hancock	710	0.95	MBL-Iter%3A710-2013%2F03%2F13-12%3A17%3A37-From+ErrorBasedIntegrator+%28AliasMatcher%28%2C%29%29	"Stephen Hancock" 	"http://en.wikipedia.org/wiki/Stephen%20Hancock" 	Stephen Hancock	http://en.wikipedia.org/wiki/Stephen%20Hancock			%5BAliasMatcher-Iter%3A621-2012%2F08%2F03-10%3A35%3A59-%3Ctoken%3D%3E-Freebase+7%2F9%2F2012%5D
concept:personcanada:the_fortune_cookie	concept:haswikipediaurl	http://en.wikipedia.org/wiki/The%20Fortune%20Cookie	710	0.95	MBL-Iter%3A710-2013%2F03%2F13-12%3A17%3A37-From+ErrorBasedIntegrator+%28AliasMatcher%28%2C%29%29	"the fortune cookie" "The Fortune Cookie" 	"http://en.wikipedia.org/wiki/The%20Fortune%20Cookie" 	the fortune cookie	http://en.wikipedia.org/wiki/The%20Fortune%20Cookie			%5BAliasMatcher-Iter%3A621-2012%2F08%2F03-10%3A35%3A59-%3Ctoken%3D%3E-Freebase+7%2F9%2F2012%5D
concept:automobileengine:napier_nomad	concept:haswikipediaurl	http://en.wikipedia.org/wiki/Napier%20Nomad	710	0.95	MBL-Iter%3A710-2013%2F03%2F13-12%3A17%3A37-From+ErrorBasedIntegrator+%28AliasMatcher%28%2C%29%29	"Napier Nomad" 	"http://en.wikipedia.org/wiki/Napier%20Nomad" 	Napier Nomad	http://en.wikipedia.org/wiki/Napier%20Nomad			%5BAliasMatcher-Iter%3A621-2012%2F08%2F03-10%3A35%3A59-%3Ctoken%3D%3E-Freebase+7%2F9%2F2012%5D
concept:software:rapala_tournament_fishing	concept:haswikipediaurl	http://en.wikipedia.org/wiki/Rapala%20Tournament%20Fishing	710	0.95	MBL-Iter%3A710-2013%2F03%2F13-12%3A17%3A37-From+ErrorBasedIntegrator+%28AliasMatcher%28%2C%29%29	"Rapala Tournament Fishing" 	"http://en.wikipedia.org/wiki/Rapala%20Tournament%20Fishing" 	Rapala Tournament Fishing	http://en.wikipedia.org/wiki/Rapala%20Tournament%20Fishing			%5BAliasMatcher-Iter%3A621-2012%2F08%2F03-10%3A35%3A59-%3Ctoken%3D%3E-Freebase+7%2F9%2F2012%5D
concept:amphibian:archaeobatrachia	concept:haswikipediaurl	http://en.wikipedia.org/wiki/Archaeobatrachia	710	0.95	MBL-Iter%3A710-2013%2F03%2F13-12%3A17%3A37-From+ErrorBasedIntegrator+%28AliasMatcher%28%2C%29%29	"Archaeobatrachia" 	"http://en.wikipedia.org/wiki/Archaeobatrachia" 	Archaeobatrachia	http://en.wikipedia.org/wiki/Archaeobatrachia			%5BAliasMatcher-Iter%3A621-2012%2F08%2F03-10%3A35%3A59-%3Ctoken%3D%3E-Freebase+7%2F9%2F2012%5D
concept:university:taipei_physical_education_college	concept:haswikipediaurl	http://en.wikipedia.org/wiki/Taipei%20Physical%20Education%20College	710	0.95	MBL-Iter%3A710-2013%2F03%2F13-12%3A17%3A37-From+ErrorBasedIntegrator+%28AliasMatcher%28%2C%29%29	"Taipei Physical Education College" 	"http://en.wikipedia.org/wiki/Taipei%20Physical%20Education%20College" 	Taipei Physical Education College	http://en.wikipedia.org/wiki/Taipei%20Physical%20Education%20College			%5BAliasMatcher-Iter%3A621-2012%2F08%2F03-10%3A35%3A59-%3Ctoken%3D%3E-Freebase+7%2F9%2F2012%5D
concept:athlete:n1966_nfl_draft	concept:haswikipediaurl	http://en.wikipedia.org/wiki/1966%20NFL%20Draft	710	0.95	MBL-Iter%3A710-2013%2F03%2F13-12%3A17%3A37-From+ErrorBasedIntegrator+%28AliasMatcher%28%2C%29%29	"1966 NFL Draft" 	"http://en.wikipedia.org/wiki/1966%20NFL%20Draft" 	1966 NFL Draft	http://en.wikipedia.org/wiki/1966%20NFL%20Draft			%5BAliasMatcher-Iter%3A621-2012%2F08%2F03-10%3A35%3A59-%3Ctoken%3D%3E-Freebase+7%2F9%2F2012%5D
concept:videogame:madballs_in_babo__invasion	concept:haswikipediaurl	http://en.wikipedia.org/wiki/Madballs%20in%20Babo%3A%20Invasion	710	0.95	MBL-Iter%3A710-2013%2F03%2F13-12%3A17%3A37-From+ErrorBasedIntegrator+%28AliasMatcher%28%2C%29%29	"Madballs in Babo: Invasion" 	"http://en.wikipedia.org/wiki/Madballs%20in%20Babo%3A%20Invasion" 	Madballs in Babo: Invasion	http://en.wikipedia.org/wiki/Madballs%20in%20Babo%3A%20Invasion			%5BAliasMatcher-Iter%3A621-2012%2F08%2F03-10%3A35%3A59-%3Ctoken%3D%3E-Freebase+7%2F9%2F2012%5D
concept:female:anne_seymour_damer	concept:haswikipediaurl	http://en.wikipedia.org/wiki/Anne%20Seymour%20Damer	710	0.95	MBL-Iter%3A710-2013%2F03%2F13-12%3A17%3A37-From+ErrorBasedIntegrator+%28AliasMatcher%28%2C%29%29	"Anne Seymour Damer" 	"http://en.wikipedia.org/wiki/Anne%20Seymour%20Damer" 	Anne Seymour Damer	http://en.wikipedia.org/wiki/Anne%20Seymour%20Damer			%5BAliasMatcher-Iter%3A621-2012%2F08%2F03-10%3A35%3A59-%3Ctoken%3D%3E-Freebase+7%2F9%2F2012%5D
concept:celebrity:ren__g_nin	concept:haswikipediaurl	http://en.wikipedia.org/wiki/Ren%C3%A9%20G%C3%A9nin	710	0.95	MBL-Iter%3A710-2013%2F03%2F13-12%3A17%3A37-From+ErrorBasedIntegrator+%28AliasMatcher%28%2C%29%29	"René Génin" 	"http://en.wikipedia.org/wiki/Ren%C3%A9%20G%C3%A9nin" 	René Génin	http://en.wikipedia.org/wiki/Ren%C3%A9%20G%C3%A9nin			%5BAliasMatcher-Iter%3A621-2012%2F08%2F03-10%3A35%3A59-%3Ctoken%3D%3E-Freebase+7%2F9%2F2012%5D
concept:personmexico:ana_mar_a_cetto	concept:haswikipediaurl	http://en.wikipedia.org/wiki/Ana%20Maria%20Cetto	710	0.95	MBL-Iter%3A710-2013%2F03%2F13-12%3A17%3A37-From+ErrorBasedIntegrator+%28AliasMatcher%28%2C%29%29	"Ana María Cetto" "ana-mar-a-cetto" 	"http://en.wikipedia.org/wiki/Ana%20Maria%20Cetto" 	Ana María Cetto	http://en.wikipedia.org/wiki/Ana%20Maria%20Cetto			%5BAliasMatcher-Iter%3A621-2012%2F08%2F03-10%3A35%3A59-%3Ctoken%3D%3E-Freebase+7%2F9%2F2012%5D
concept:arachnid:ceratogyrus_bechuanicus	concept:haswikipediaurl	http://en.wikipedia.org/wiki/Ceratogyrus%20darlingi	710	0.95	MBL-Iter%3A710-2013%2F03%2F13-12%3A17%3A37-From+ErrorBasedIntegrator+%28AliasMatcher%28%2C%29%29	"Ceratogyrus bechuanicus" "ceratogyrus bechuanicus" 	"http://en.wikipedia.org/wiki/Ceratogyrus%20darlingi" 	Ceratogyrus bechuanicus	http://en.wikipedia.org/wiki/Ceratogyrus%20darlingi			%5BAliasMatcher-Iter%3A621-2012%2F08%2F03-10%3A35%3A59-%3Ctoken%3D%3E-Freebase+7%2F9%2F2012%5D
concept:personnorthamerica:christopher_phelps	concept:haswikipediaurl	http://en.wikipedia.org/wiki/Christopher%20Phelps	710	0.95	MBL-Iter%3A710-2013%2F03%2F13-12%3A17%3A37-From+ErrorBasedIntegrator+%28AliasMatcher%28%2C%29%29	"Christopher Phelps" 	"http://en.wikipedia.org/wiki/Christopher%20Phelps" 	Christopher Phelps	http://en.wikipedia.org/wiki/Christopher%20Phelps			%5BAliasMatcher-Iter%3A621-2012%2F08%2F03-10%3A35%3A59-%3Ctoken%3D%3E-Freebase+7%2F9%2F2012%5D
concept:visualartist:agostino_veneziano	concept:haswikipediaurl	http://en.wikipedia.org/wiki/Agostino%20Veneziano	710	0.95	MBL-Iter%3A710-2013%2F03%2F13-12%3A17%3A37-From+ErrorBasedIntegrator+%28AliasMatcher%28%2C%29%29	"Agostino Veneziano" "agostino veneziano" 	"http://en.wikipedia.org/wiki/Agostino%20Veneziano" 	Agostino Veneziano	http://en.wikipedia.org/wiki/Agostino%20Veneziano			%5BAliasMatcher-Iter%3A621-2012%2F08%2F03-10%3A35%3A59-%3Ctoken%3D%3E-Freebase+7%2F9%2F2012%5D
concept:athlete:jason_keep	concept:haswikipediaurl	http://en.wikipedia.org/wiki/Jason%20Keep	710	0.95	MBL-Iter%3A710-2013%2F03%2F13-12%3A17%3A37-From+ErrorBasedIntegrator+%28AliasMatcher%28%2C%29%29	"Jason Keep" 	"http://en.wikipedia.org/wiki/Jason%20Keep" 	Jason Keep	http://en.wikipedia.org/wiki/Jason%20Keep			%5BAliasMatcher-Iter%3A621-2012%2F08%2F03-10%3A35%3A59-%3Ctoken%3D%3E-Freebase+7%2F9%2F2012%5D
concept:personnorthamerica:nancy_hollister	concept:haswikipediaurl	http://en.wikipedia.org/wiki/Nancy%20Hollister	710	0.95	MBL-Iter%3A710-2013%2F03%2F13-12%3A17%3A37-From+ErrorBasedIntegrator+%28AliasMatcher%28%2C%29%29	"Nancy Hollister" 	"http://en.wikipedia.org/wiki/Nancy%20Hollister" 	Nancy Hollister	http://en.wikipedia.org/wiki/Nancy%20Hollister			%5BAliasMatcher-Iter%3A621-2012%2F08%2F03-10%3A35%3A59-%3Ctoken%3D%3E-Freebase+7%2F9%2F2012%5D
concept:city:cherating	concept:haswikipediaurl	http://en.wikipedia.org/wiki/Cherating	710	0.95	MBL-Iter%3A710-2013%2F03%2F13-12%3A17%3A37-From+ErrorBasedIntegrator+%28AliasMatcher%28%2C%29%29	"cherating" "Cherating" 	"http://en.wikipedia.org/wiki/Cherating" 	cherating	http://en.wikipedia.org/wiki/Cherating			%5BAliasMatcher-Iter%3A621-2012%2F08%2F03-10%3A35%3A59-%3Ctoken%3D%3E-Freebase+7%2F9%2F2012%5D
concept:bridge:c_line_ti_susani_church	concept:haswikipediaurl	http://en.wikipedia.org/wiki/C%C4%83line%C5%9Fti%20Susani%20church	710	0.95	MBL-Iter%3A710-2013%2F03%2F13-12%3A17%3A37-From+ErrorBasedIntegrator+%28AliasMatcher%28%2C%29%29	"Călineşti Susani church" 	"http://en.wikipedia.org/wiki/C%C4%83line%C5%9Fti%20Susani%20church" 	Călineşti Susani church	http://en.wikipedia.org/wiki/C%C4%83line%C5%9Fti%20Susani%20church			%5BAliasMatcher-Iter%3A621-2012%2F08%2F03-10%3A35%3A59-%3Ctoken%3D%3E-Freebase+7%2F9%2F2012%5D
concept:televisionshow:my_life_as_a_popat	concept:haswikipediaurl	http://en.wikipedia.org/wiki/My%20Life%20as%20a%20Popat	710	0.95	MBL-Iter%3A710-2013%2F03%2F13-12%3A17%3A37-From+ErrorBasedIntegrator+%28AliasMatcher%28%2C%29%29	"My Life as a Popat" 	"http://en.wikipedia.org/wiki/My%20Life%20as%20a%20Popat" 	My Life as a Popat	http://en.wikipedia.org/wiki/My%20Life%20as%20a%20Popat			%5BAliasMatcher-Iter%3A621-2012%2F08%2F03-10%3A35%3A59-%3Ctoken%3D%3E-Freebase+7%2F9%2F2012%5D
concept:comedian:jorge_mistral	concept:haswikipediaurl	http://en.wikipedia.org/wiki/Jorge%20Mistral	710	0.95	MBL-Iter%3A710-2013%2F03%2F13-12%3A17%3A37-From+ErrorBasedIntegrator+%28AliasMatcher%28%2C%29%29	"jorge mistral" "Jorge Mistral" 	"http://en.wikipedia.org/wiki/Jorge%20Mistral" 	jorge mistral	http://en.wikipedia.org/wiki/Jorge%20Mistral			%5BAliasMatcher-Iter%3A621-2012%2F08%2F03-10%3A35%3A59-%3Ctoken%3D%3E-Freebase+7%2F9%2F2012%5D
concept:county:mesa_public_schools	concept:haswikipediaurl	http://en.wikipedia.org/wiki/Mesa%20Public%20Schools	710	0.95	MBL-Iter%3A710-2013%2F03%2F13-12%3A17%3A37-From+ErrorBasedIntegrator+%28AliasMatcher%28%2C%29%29	"Mesa Public Schools" 	"http://en.wikipedia.org/wiki/Mesa%20Public%20Schools" 	Mesa Public Schools	http://en.wikipedia.org/wiki/Mesa%20Public%20Schools			%5BAliasMatcher-Iter%3A621-2012%2F08%2F03-10%3A35%3A59-%3Ctoken%3D%3E-Freebase+7%2F9%2F2012%5D
concept:personaustralia:gary_mcallister	concept:haswikipediaurl	http://en.wikipedia.org/wiki/Gary%20McAllister	710	0.95	MBL-Iter%3A710-2013%2F03%2F13-12%3A17%3A37-From+ErrorBasedIntegrator+%28AliasMatcher%28%2C%29%29	"Gary McAllister" 	"http://en.wikipedia.org/wiki/Gary%20McAllister" 	Gary McAllister	http://en.wikipedia.org/wiki/Gary%20McAllister			%5BAliasMatcher-Iter%3A621-2012%2F08%2F03-10%3A35%3A59-%3Ctoken%3D%3E-Freebase+7%2F9%2F2012%5D
concept:park:serenje	concept:haswikipediaurl	http://en.wikipedia.org/wiki/Serenje	710	0.95	MBL-Iter%3A710-2013%2F03%2F13-12%3A17%3A37-From+ErrorBasedIntegrator+%28AliasMatcher%28%2C%29%29	"Serenje" 	"http://en.wikipedia.org/wiki/Serenje" 	Serenje	http://en.wikipedia.org/wiki/Serenje			%5BAliasMatcher-Iter%3A621-2012%2F08%2F03-10%3A35%3A59-%3Ctoken%3D%3E-Freebase+7%2F9%2F2012%5D
concept:personcanada:paul_rust	concept:haswikipediaurl	http://en.wikipedia.org/wiki/Paul%20Rust	710	0.95	MBL-Iter%3A710-2013%2F03%2F13-12%3A17%3A37-From+ErrorBasedIntegrator+%28AliasMatcher%28%2C%29%29	"paul rust" "Paul Rust" 	"http://en.wikipedia.org/wiki/Paul%20Rust" 	paul rust	http://en.wikipedia.org/wiki/Paul%20Rust			%5BAliasMatcher-Iter%3A621-2012%2F08%2F03-10%3A35%3A59-%3Ctoken%3D%3E-Freebase+7%2F9%2F2012%5D
concept:personmexico:buddy_gilbert	concept:haswikipediaurl	http://en.wikipedia.org/wiki/Buddy%20Gilbert	710	0.95	MBL-Iter%3A710-2013%2F03%2F13-12%3A17%3A37-From+ErrorBasedIntegrator+%28AliasMatcher%28%2C%29%29	"Buddy Gilbert" 	"http://en.wikipedia.org/wiki/Buddy%20Gilbert" 	Buddy Gilbert	http://en.wikipedia.org/wiki/Buddy%20Gilbert			%5BAliasMatcher-Iter%3A621-2012%2F08%2F03-10%3A35%3A59-%3Ctoken%3D%3E-Freebase+7%2F9%2F2012%5D
